brand,model,year,engine_cc,automatic,fuel,brand_country
Chang Yang,Q8,2021,2967,1,דיזל,אחר
Chang Yang,Q8,2022,2967,1,דיזל,אחר
Chang Yang,Q8,2023,2967,1,דיזל,אחר
Chang Yang,Q8,2024,2967,1,דיזל,אחר
LTI,מונית זוטובוס,2001,2664,1,דיזל,אחר
LTI,מונית זוטובוס,2002,2664,1,דיזל,אחר
Audi,Q5,2015,1984,1,בנזין,גרמניה
Audi,Q5,2016,1984,1,בנזין,גרמניה
Audi,Q5,2017,1984,1,בנזין,גרמניה
Audi,Q7,2007,4163,1,בנזין,גרמניה
Audi,Q7,2007,4163,1,בנזין,גרמניה
Audi,Q7,2008,4163,1,בנזין,גרמניה
Audi,Q7,2007,2967,1,דיזל,גרמניה
Audi,Q7,2007,2967,1,דיזל,גרמניה
Audi,Q7,2007,2967,1,דיזל,גרמניה
Audi,Q7,2008,2967,1,דיזל,גרמניה
Audi,Q7,2007,4163,1,בנזין,גרמניה
Audi,Q7,2007,3597,1,בנזין,גרמניה
Audi,Q7,2007,3597,1,בנזין,גרמניה
Audi,Q7,2007,2967,1,דיזל,גרמניה
Audi,Q7,2008,2967,1,דיזל,גרמניה
Audi,Q7,2007,4163,1,בנזין,גרמניה
Audi,Q7,2008,4163,1,בנזין,גרמניה
Audi,Q7,2007,2967,1,דיזל,גרמניה
Audi,Q7,2007,3597,1,בנזין,גרמניה
Audi,Q7,2008,3597,1,בנזין,גרמניה
Audi,Q7,2007,3597,1,בנזין,גרמניה
Audi,Q7,2008,3597,1,בנזין,גרמניה
Audi,Q7,2007,2967,1,דיזל,גרמניה
Audi,Q7,2007,4163,1,בנזין,גרמניה
Audi,Q7,2007,2967,1,דיזל,גרמניה
Audi,Q7,2007,2967,1,דיזל,גרמניה
Audi,Q7,2008,2967,1,דיזל,גרמניה
Audi,Q7,2009,2967,1,דיזל,גרמניה
Audi,Q7,2008,2967,1,דיזל,גרמניה
Audi,Q7,2009,2967,1,דיזל,גרמניה
Audi,Q7,2008,3597,1,בנזין,גרמניה
Audi,Q7,2008,3597,1,בנזין,גרמניה
Audi,Q7,2008,3597,1,בנזין,גרמניה
Audi,Q7,2008,3597,1,בנזין,גרמניה
Audi,Q7,2008,3597,1,בנזין,גרמניה
Audi,Q7,2008,3597,1,בנזין,גרמניה
Audi,Q7,2008,2967,1,דיזל,גרמניה
Audi,Q7,2008,2967,1,דיזל,גרמניה
Audi,Q7,2008,2967,1,דיזל,גרמניה
Audi,Q7,2008,2967,1,דיזל,גרמניה
Audi,Q7,2008,2967,1,דיזל,גרמניה
Audi,Q7,2008,2967,1,דיזל,גרמניה
Audi,Q7,2008,2967,1,דיזל,גרמניה
Audi,Q7,2008,4163,1,בנזין,גרמניה
Audi,Q7,2008,4163,1,בנזין,גרמניה
Audi,Q7,2008,4163,1,בנזין,גרמניה
Audi,Q7,2008,4163,1,בנזין,גרמניה
Audi,Q7,2008,4163,1,בנזין,גרמניה
Audi,Q7,2008,4163,1,בנזין,גרמניה
Audi,Q7,2008,4163,1,בנזין,גרמניה
Audi,Q5,2009,1984,1,בנזין,גרמניה
Audi,Q5,2010,1984,1,בנזין,גרמניה
Audi,Q5,2011,1984,1,בנזין,גרמניה
Audi,Q5,2011,1968,1,דיזל,גרמניה
Audi,Q5,2013,1984,1,בנזין,גרמניה
Audi,A8,2010,2995,1,בנזין,גרמניה
Audi,A8,2011,2995,1,בנזין,גרמניה
Audi,Q5,2014,1968,1,דיזל,גרמניה
Audi,Q5,2015,1968,1,דיזל,גרמניה
Audi,Q5,2014,1984,1,בנזין,גרמניה
Audi,Q5,2015,1984,1,בנזין,גרמניה
Audi,Q5,2016,1984,1,בנזין,גרמניה
Audi,A5,2017,1984,1,בנזין,גרמניה
Audi,A5,2018,1984,1,בנזין,גרמניה
Audi,RS3 SPORTBACK,2022,2480,1,בנזין,גרמניה
Audi,RS3 SPORTBACK,2023,2480,1,בנזין,גרמניה
Audi,RS3 SPORTBACK,2024,2480,1,בנזין,גרמניה
Audi,Q7,2015,2967,1,דיזל,גרמניה
Audi,Q7,2016,2967,1,דיזל,גרמניה
Audi,Q7,2014,2967,1,דיזל,גרמניה
Audi,Q7,2015,2967,1,דיזל,גרמניה
Audi,Q7,2022,2967,1,דיזל,גרמניה
Audi,Q8,2018,2967,1,דיזל,גרמניה
Audi,Q8,2019,2967,1,דיזל,גרמניה
Audi,Q7,2018,2967,1,דיזל,גרמניה
Audi,Q7,2019,2967,1,דיזל,גרמניה
Audi,Q7,2015,2967,1,דיזל,גרמניה
Audi,Q7,2016,2967,1,דיזל,גרמניה
Audi,Q7,2015,2967,1,דיזל,גרמניה
Audi,Q7,2016,2967,1,דיזל,גרמניה
Audi,Q7,2017,2967,1,דיזל,גרמניה
Audi,Q7,2009,2967,1,דיזל,גרמניה
Audi,Q7,2010,2967,1,דיזל,גרמניה
Audi,Q7,2009,2967,1,דיזל,גרמניה
Audi,Q7,2010,2967,1,דיזל,גרמניה
Audi,Q7,2009,3597,1,בנזין,גרמניה
Audi,Q8,2021,2967,1,דיזל,גרמניה
Audi,Q8,2022,2967,1,דיזל,גרמניה
Audi,Q8,2023,2967,1,דיזל,גרמניה
Audi,Q8,2024,2967,1,דיזל,גרמניה
Audi,Q7,2014,2995,1,בנזין,גרמניה
Audi,Q7,2015,2995,1,בנזין,גרמניה
Buick,RENDEZVOUS,2004,3350,1,בנזין,"ארה""ב"
Buick,RENDEZVOUS,2005,3350,1,בנזין,"ארה""ב"
Buick,RENDEZVOUS,2006,3498,1,בנזין,"ארה""ב"
Buick,RENDEZVOUS,2007,3498,1,בנזין,"ארה""ב"
Buick,RENDEZVOUS,2006,3498,1,בנזין,"ארה""ב"
Buick,RENDEZVOUS,2007,3498,1,בנזין,"ארה""ב"
Buick,RENDEZVOUS,2007,3498,1,בנזין,"ארה""ב"
Buick,RENDEZVOUS,2007,3498,1,בנזין,"ארה""ב"
Buick,RENDEZVOUS,2004,3350,1,בנזין,"ארה""ב"
Buick,RENDEZVOUS,2005,3350,1,בנזין,"ארה""ב"
Buick,RENDEZVOUS,2006,3498,1,בנזין,"ארה""ב"
Buick,RENDEZVOUS,2006,3498,1,בנזין,"ארה""ב"
Alfa Romeo,STELVIO,2024,1995,1,בנזין,איטליה
Opel,VIVARO,2014,1598,0,דיזל,גרמניה
Opel,VIVARO,2015,1598,0,דיזל,גרמניה
Opel,VIVARO,2016,1598,0,דיזל,גרמניה
Opel,VIVARO,2017,1598,0,דיזל,גרמניה
Opel,VIVARO VAN,2017,1598,0,דיזל,גרמניה
Opel,VIVARO VAN,2018,1598,0,דיזל,גרמניה
Opel,VIVARO VAN,2019,1598,0,דיזל,גרמניה
Opel,VIVARO,2004,2463,0,דיזל,גרמניה
Opel,VIVARO,2005,2463,0,דיזל,גרמניה
Opel,VIVARO,2012,1995,0,דיזל,גרמניה
Opel,VIVARO,2013,1995,0,דיזל,גרמניה
Opel,VIVARO,2014,1995,0,דיזל,גרמניה
Opel,VIVARO,2015,1995,0,דיזל,גרמניה
Opel,VIVARO,2003,1870,0,דיזל,גרמניה
Opel,VIVARO,2003,1870,0,דיזל,גרמניה
Opel,VIVARO,2003,1870,0,דיזל,גרמניה
Opel,אופל מסחרי-,1997,1998,0,בנזין,גרמניה
Isuzu,AXIOM,2002,3494,1,בנזין,אחר
Isuzu,AXIOM,2002,3494,1,בנזין,אחר
Isuzu,RODEO,2001,3165,1,בנזין,אחר
Isuzu,RODEO,2002,3165,1,בנזין,אחר
Isuzu,RODEO,2003,3165,1,בנזין,אחר
Isuzu,RODEO,2004,3165,1,בנזין,אחר
Isuzu,RODEO,2001,3165,1,בנזין,אחר
Isuzu,RODEO,2002,3165,1,בנזין,אחר
Isuzu,RODEO,2003,3165,1,בנזין,אחר
Isuzu,RODEO,2004,3165,1,בנזין,אחר
Iveco,DAILY 35S18,2018,2998,1,דיזל,אחר
Iveco,35 C15D,2010,2998,0,דיזל,אחר
Iveco,35 C15D,2011,2998,0,דיזל,אחר
Iveco,35C15 CHC,2012,2998,0,דיזל,אחר
Opel,COMBO,2022,1499,0,דיזל,גרמניה
Opel,VIVARO,2004,2463,0,דיזל,גרמניה
Opel,VIVARO,2005,2463,0,דיזל,גרמניה
Opel,VIVARO,2005,1870,0,דיזל,גרמניה
Opel,VIVARO,2005,1870,0,דיזל,גרמניה
Opel,VIVARO,2005,2463,0,דיזל,גרמניה
Opel,VIVARO,2005,1870,0,דיזל,גרמניה
Opel,VIVARO,2005,2463,0,דיזל,גרמניה
DaimlerChrysler,308 CDI,2005,2148,0,דיזל,אחר
DaimlerChrysler,316 CDI,2006,2685,1,דיזל,אחר
DaimlerChrysler,316 CDI,2007,2685,1,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,0,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,0,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,1,דיזל,אחר
DaimlerChrysler,313 CDI,2007,2150,0,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,0,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,0,דיזל,אחר
DaimlerChrysler,315 CDI,2008,2148,0,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,0,דיזל,אחר
DaimlerChrysler,315 CDI,2008,2148,0,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2008,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2008,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2008,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,0,דיזל,אחר
DaimlerChrysler,315 CDI,2008,2148,0,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2008,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2009,2148,1,דיזל,אחר
DaimlerChrysler,318 CDI,2007,2987,1,דיזל,אחר
DaimlerChrysler,318 CDI,2008,2987,1,דיזל,אחר
DaimlerChrysler,318 CDI,2007,2987,1,דיזל,אחר
DaimlerChrysler,318 CDI,2008,2987,1,דיזל,אחר
DaimlerChrysler,318 CDI,2009,2987,1,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2007,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2008,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2009,2148,1,דיזל,אחר
DaimlerChrysler,315 CDI,2009,2148,1,דיזל,אחר
DaimlerChrysler,ספרינטר IDC 112,2000,2150,1,דיזל,אחר
DaimlerChrysler,ספרינטר IDC 802,2000,2150,0,דיזל,אחר
DaimlerChrysler,313CDI SPRINIER,2002,2150,1,דיזל,אחר
DaimlerChrysler,313CDI SPRINTER,2002,2150,1,דיזל,אחר
DaimlerChrysler,313CDI SPRINTER,2002,2150,0,דיזל,אחר
DaimlerChrysler,313CDI SPRINTER,2002,2150,0,דיזל,אחר
Isuzu,3500 SOMO,2020,1898,1,דיזל,אחר
Isuzu,LIGHT TRUCK,2003,3059,1,דיזל,אחר
Isuzu,TROOPER,2001,2999,1,דיזל,אחר
Isuzu,TROOPER,2002,2999,1,דיזל,אחר
Isuzu,TROOPER,2004,2999,1,דיזל,אחר
Isuzu,TROOPEP,2004,2999,1,דיזל,אחר
Isuzu,TROOPER,1998,3059,0,דיזל,אחר
Isuzu,TROOPER,1999,3059,0,דיזל,אחר
Isuzu,TROOPER,2000,3059,0,דיזל,אחר
Isuzu,TROOPER,2001,3059,0,דיזל,אחר
Isuzu,TROOPER,2002,3059,0,דיזל,אחר
Isuzu,TROOPER,1998,3494,1,בנזין,אחר
Isuzu,TROOPER,1999,3494,1,בנזין,אחר
Isuzu,TROOPER,2000,3494,1,בנזין,אחר
Isuzu,TROOPER,2001,3494,1,בנזין,אחר
Isuzu,TROOPER,2002,3494,1,בנזין,אחר
Isuzu,TROOPER,2003,3494,1,בנזין,אחר
Isuzu,TROOPER,2002,3494,1,בנזין,אחר
Isuzu,משא אחוד_טרופר,1999,2999,0,דיזל,אחר
Isuzu,TROOPER,1998,3494,1,בנזין,אחר
Isuzu,TROOPER,1999,3494,1,בנזין,אחר
Isuzu,TROOPER,2000,3494,1,בנזין,אחר
Isuzu,TROOPER,2001,3494,1,בנזין,אחר
Isuzu,TROOPER,2002,3494,1,בנזין,אחר
Isuzu,TROOPER,1998,2999,0,דיזל,אחר
Isuzu,TROOPER,1999,2999,0,דיזל,אחר
Isuzu,TROOPER,2000,2999,0,דיזל,אחר
Isuzu,TROOPER,2001,2999,0,דיזל,אחר
Isuzu,TROOPER,2002,2999,0,דיזל,אחר
Isuzu,IPPON,1999,3059,1,דיזל,אחר
Isuzu,IPPON,2000,3059,1,דיזל,אחר
Isuzu,IPPON,2001,3059,1,דיזל,אחר
Isuzu,TROOPER,1998,2999,0,דיזל,אחר
Isuzu,TROOPER,1999,2999,0,דיזל,אחר
Isuzu,TROOPER,2000,2999,0,דיזל,אחר
Isuzu,משא אחוד_טרופר,1999,2999,0,דיזל,אחר
Isuzu,TROOPER,2001,2999,0,דיזל,אחר
Isuzu,TROOPER,2002,2999,0,דיזל,אחר
Isuzu,TROOPER,2000,3494,1,בנזין,אחר
Isuzu,TROOPER,2001,3494,1,בנזין,אחר
Isuzu,TROOPER,2002,3494,1,בנזין,אחר
Isuzu,IPPON,2000,3059,1,דיזל,אחר
Isuzu,IPPON,2000,3059,1,דיזל,אחר
Isuzu,IPPON,2001,3059,1,דיזל,אחר
Isuzu,IPPON,2002,3059,1,דיזל,אחר
Isuzu,TROOPER,2000,2999,1,דיזל,אחר
Isuzu,TROOPER,2001,2999,1,דיזל,אחר
Isuzu,TROOPER,2002,2999,1,דיזל,אחר
Isuzu,TROOPER,2003,2999,1,דיזל,אחר
Isuzu,TROOPER,2000,2999,1,דיזל,אחר
Isuzu,TROOPER,2001,2999,1,דיזל,אחר
Isuzu,TROOPER,2002,2999,1,דיזל,אחר
Isuzu,TROOPER,2000,2999,1,דיזל,אחר
Isuzu,TROOPER,2001,2999,1,דיזל,אחר
Isuzu,TROOPER,2000,2999,1,דיזל,אחר
Isuzu,TROOPER,2001,2999,1,דיזל,אחר
Isuzu,TROOPER,2002,2999,1,דיזל,אחר
Isuzu,TROOPER,2003,2999,1,דיזל,אחר
Isuzu,TROOPER,2000,2999,1,דיזל,אחר
Isuzu,TROOPER,2001,2999,1,דיזל,אחר
Isuzu,TROOPER,2002,2999,1,דיזל,אחר
Isuzu,TROOPER,2004,2999,1,דיזל,אחר
Isuzu,IPPON,2002,3059,0,דיזל,אחר
Isuzu,IPPON,2003,3059,0,דיזל,אחר
Isuzu,IPPON,2002,3059,0,דיזל,אחר
Isuzu,IPPON,2003,3059,0,דיזל,אחר
Isuzu,IPPON,2002,3059,1,דיזל,אחר
Isuzu,IPPON,2003,3059,1,דיזל,אחר
Isuzu,TROOPER,2004,3494,1,בנזין,אחר
Isuzu,TROOPER,2003,2999,1,דיזל,אחר
Isuzu,TROOPER,2004,2999,1,דיזל,אחר
Isuzu,TROOPER,2003,2999,1,דיזל,אחר
Isuzu,TROOPER,2004,2999,1,דיזל,אחר
Isuzu,טרופר 5 מקומות,1998,3059,0,דיזל,אחר
Isuzu,טרופר 7 מקומות,1998,3059,0,דיזל,אחר
Isuzu,טרופר 7 מקומות-מפואר,1998,3059,0,דיזל,אחר
Isuzu,טרופר 7 מקומות מפואר,1998,3165,1,בנזין,אחר
Isuzu,IPPON,1998,3059,0,דיזל,אחר
Isuzu,IPPON,1999,3059,0,דיזל,אחר
Isuzu,IPPON,2000,3059,0,דיזל,אחר
Isuzu,IPPON,2001,3059,0,דיזל,אחר
Isuzu,IPPON,2002,3059,0,דיזל,אחר
Isuzu,IPPON,2003,3059,0,דיזל,אחר
Isuzu,IPPON,1997,2499,0,דיזל,אחר
Isuzu,IPPON,1998,2499,0,דיזל,אחר
Isuzu,IPPON,1999,2499,0,דיזל,אחר
Isuzu,IPPON,2000,2499,0,דיזל,אחר
Isuzu,IPPON,2001,2499,0,דיזל,אחר
Isuzu,IPPON,2002,2499,0,דיזל,אחר
Isuzu,IPPON,2003,2499,0,דיזל,אחר
Isuzu,IPPON,1997,3059,0,דיזל,אחר
Isuzu,IPPON,1998,3059,0,דיזל,אחר
Isuzu,IPPON,1999,3059,0,דיזל,אחר
Isuzu,IPPON,2000,3059,0,דיזל,אחר
Isuzu,IPPON,2001,3059,0,דיזל,אחר
Isuzu,IPPON,1998,3059,0,דיזל,אחר
Isuzu,IPPON,1999,3059,0,דיזל,אחר
Isuzu,IPPON,2000,3059,0,דיזל,אחר
Isuzu,IPPON,2001,3059,0,דיזל,אחר
Isuzu,IPPON,2002,3059,0,דיזל,אחר
Isuzu,IPPON,2003,3059,0,דיזל,אחר
Isuzu,IPPON,1998,2499,0,דיזל,אחר
Isuzu,IPPON,1999,2499,0,דיזל,אחר
Isuzu,IPPON,2000,2499,0,דיזל,אחר
Isuzu,IPPON,1998,2499,0,דיזל,אחר
Isuzu,IPPON,1999,2499,0,דיזל,אחר
Isuzu,IPPON,2000,2499,0,דיזל,אחר
Isuzu,TROOPER,2004,3494,1,בנזין,אחר
Isuzu,TROOPER,2004,2999,1,דיזל,אחר
Isuzu,TROOPER,2004,2999,1,דיזל,אחר
Isuzu,IPPON,2002,3059,1,דיזל,אחר
Isuzu,IPPON,2003,3059,1,דיזל,אחר
Isuzu,IPPON,2002,3059,1,דיזל,אחר
Isuzu,IPPON,2003,3059,1,דיזל,אחר
Isuzu,TROOPER,2001,3494,1,בנזין,אחר
Isuzu,TROOPER,2002,3494,1,בנזין,אחר
Isuzu,TROOPER,2003,2999,0,דיזל,אחר
Isuzu,TROOPER,2003,2999,0,דיזל,אחר
Isuzu,IPPON,2003,3059,1,דיזל,אחר
DaimlerChrysler,G500,2005,4966,1,בנזין,אחר
Opel,COMBO-C,2002,1686,0,דיזל,גרמניה
Mazda,BT 50,2007,2500,0,דיזל,יפן
Mazda,BT 50,2007,2500,0,דיזל,יפן
Mazda,BT 50,2008,2500,0,דיזל,יפן
Mazda,BT 50,2009,2500,0,דיזל,יפן
Mazda,BT 50,2007,2500,1,דיזל,יפן
Mazda,BT 50,2008,2500,1,דיזל,יפן
Mazda,BT 50,2009,2500,1,דיזל,יפן
Mazda,BT 50,2007,2953,1,דיזל,יפן
Mazda,BT 50,2008,2953,1,דיזל,יפן
Mazda,BT 50,2009,2953,1,דיזל,יפן
Mazda,BT 50,2007,2500,1,דיזל,יפן
Mazda,BT 50,2008,2500,1,דיזל,יפן
Mazda,BT 50,2009,2500,1,דיזל,יפן
Mazda,BT-50,2008,2500,0,דיזל,יפן
Mazda,BT-50,2009,2500,0,דיזל,יפן
Mazda,BT-50,2010,2500,0,דיזל,יפן
Mazda,BT-50,2008,2500,1,דיזל,יפן
Mazda,BT-50,2009,2500,1,דיזל,יפן
Mazda,BT-50,2010,2500,1,דיזל,יפן
Mazda,BT-50,2009,2500,1,דיזל,יפן
Mazda,BT-50,2010,2500,1,דיזל,יפן
Mazda,BT 50,2007,2500,0,דיזל,יפן
Mazda,BT 50,2007,2500,0,דיזל,יפן
Mazda,BT 50,2008,2500,0,דיזל,יפן
Mazda,BT 50,2009,2500,0,דיזל,יפן
Mazda,BT 50,2010,2500,0,דיזל,יפן
Mazda,BT-50,2009,2953,1,דיזל,יפן
Mazda,BT-50,2010,2953,1,דיזל,יפן
Mazda,B-2500,2000,2500,0,דיזל,יפן
Mazda,B-2500,2001,2500,0,דיזל,יפן
Mazda,B-2500,2002,2500,0,דיזל,יפן
Mazda,B-2500,2000,2500,0,דיזל,יפן
Mazda,B-2500,2001,2500,0,דיזל,יפן
Mazda,B-2500,2000,2500,0,דיזל,יפן
Mazda,B-2500,2001,2500,0,דיזל,יפן
Mazda,B-2500,2002,2500,0,דיזל,יפן
Mazda,B-2500,2003,2500,0,דיזל,יפן
Mazda,B-2500,2004,2500,0,דיזל,יפן
Mazda,B-2500,2005,2500,0,דיזל,יפן
Mazda,B-2500,2006,2500,0,דיזל,יפן
Mazda,B-2500,2007,2500,0,דיזל,יפן
Mazda,B-2500,2003,2500,0,דיזל,יפן
Mazda,B-2500,2004,2500,0,דיזל,יפן
Mazda,B-2500,2005,2500,0,דיזל,יפן
Mazda,B-2500,2006,2500,0,דיזל,יפן
Mazda,B-2500,2007,2500,0,דיזל,יפן
BMW,X1 XDRIVE25E,2020,1499,1,היברידי-בנזין,גרמניה
BMW,X1 XDRIVE25E,2021,1499,1,היברידי-בנזין,גרמניה
BMW,X1 XDRIVE25E,2022,1499,1,היברידי-בנזין,גרמניה
BMW,X1 XDRIVE25E,2022,1499,1,היברידי-בנזין,גרמניה
BMW,530E,2021,1998,1,היברידי-בנזין,גרמניה
MAN,TGE,2019,1968,1,דיזל,אחר
MAN,TGE,2020,1968,1,דיזל,אחר
MAN,TGE,2021,1968,1,דיזל,אחר
MAN,TGE,2021,1968,1,דיזל,אחר
MAN,TGE,2021,1968,1,דיזל,אחר
MAN,TGE,2021,1968,1,דיזל,אחר
MAN,TGE,2022,1968,1,דיזל,אחר
MAN,TGE,2021,1968,1,דיזל,אחר
MAN,TGE3.XXX4X2F SB,2022,1968,1,דיזל,אחר
MAN,TGE3.XXX 4X2F S,2022,1968,1,דיזל,אחר
MAN,TGE3.XXX4X2F SB,2023,1968,1,דיזל,אחר
MAN,TGE3.XXX4X2F SB,2024,1968,1,דיזל,אחר
MAN,TGE3.XXX4X2F SB,2023,1968,1,דיזל,אחר
MAN,TGE3.XXX4X2F SB,2024,1968,1,דיזל,אחר
MAN,TGE3.XXX4X2F SB,2023,1968,1,דיזל,אחר
MAN,TGE3.XXX4X2F SB,2024,1968,1,דיזל,אחר
MAN,TGE3.XXX4X2F SB,2024,1968,1,דיזל,אחר
MAN,TGE3.XXX4X2F SB,2024,1968,1,דיזל,אחר
MAN,TGE3.XXX4X2F SB,2024,1968,1,דיזל,אחר
MAN,TGE3.XXX4X2F SB,2023,1968,1,דיזל,אחר
Mercedes-Benz,EQB 300 4MATIC,2022,0,1,חשמל,אחר
Mercedes-Benz,EQB 300 4MATIC,2023,0,1,חשמל,אחר
Mercedes-Benz,EQB 300 4MATIC,2022,0,1,חשמל,אחר
Mercedes-Benz,EQB 300 4MATIC,2023,0,1,חשמל,אחר
Mercedes-Benz,EQB 300 4MATIC,2024,0,1,חשמל,אחר
Fiat,DOBLO1.3,2011,1248,0,דיזל,איטליה
Fiat,DOBLO1.3,2012,1248,0,דיזל,איטליה
Fiat,DOBLO1.3,2013,1248,0,דיזל,איטליה
Fiat,DOBLO1.3,2014,1248,0,דיזל,איטליה
Fiat,DOBLO1.3,2015,1248,0,דיזל,איטליה
Fiat,DOBLO,2011,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6 COMBY,2011,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6 COMBY,2012,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6 COMBY,2013,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6 COMBY,2014,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6 COMBY,2015,1598,0,דיזל,איטליה
Fiat,DOBLO PANORAMA,2011,1598,1,דיזל,איטליה
Fiat,DOBLO 1.4 COMBY,2012,1368,0,בנזין,איטליה
Fiat,DOBLO 1.4 COMBY,2013,1368,0,בנזין,איטליה
Fiat,DOBLO 1.4 COMBY,2014,1368,0,בנזין,איטליה
Fiat,DOBLO 1.4 COMBY,2015,1368,0,בנזין,איטליה
Fiat,DOBLO 1.6COMBY,2012,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6COMBY,2013,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6COMBY,2014,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6COMBY,2015,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6 VAN,2013,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6 VAN,2014,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6 VAN,2015,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6 VAN,2016,1598,0,דיזל,איטליה
Fiat,DOBLO 1.4 COMBY,2013,1368,0,בנזין,איטליה
Fiat,DOBLO 1.4 COMBY,2014,1368,0,בנזין,איטליה
Fiat,DOBLO 1.4 COMBY,2015,1368,0,בנזין,איטליה
Fiat,DOBLO 1.4 COMBY,2014,1368,0,בנזין,איטליה
Fiat,DOBLO 1.4 COMBY,2015,1368,0,בנזין,איטליה
Fiat,DOBLO,2005,1910,0,דיזל,איטליה
Fiat,DOBLO,2006,1910,0,דיזל,איטליה
Fiat,FIORINO,2009,1248,0,דיזל,איטליה
Fiat,DOBLO,2004,1910,0,דיזל,איטליה
Fiat,DOBLO,2005,1910,0,דיזל,איטליה
Fiat,DOBLO,2007,1910,0,דיזל,איטליה
Fiat,DOBLO,2007,1910,0,דיזל,איטליה
Fiat,DOBLO,2007,1910,0,דיזל,איטליה
Fiat,DOBLO,2007,1910,0,דיזל,איטליה
Fiat,DOBLO,2008,1910,0,דיזל,איטליה
Fiat,DOBLO,2009,1910,0,דיזל,איטליה
Fiat,DOBLO,2010,1910,0,דיזל,איטליה
Fiat,DOBLO,2008,1368,0,בנזין,איטליה
Fiat,FIORINO,2008,1248,0,דיזל,איטליה
Fiat,DOBLO 1.3 COMBI,2014,1248,0,דיזל,איטליה
Fiat,DOBLO 1.3 COMBI,2015,1248,0,דיזל,איטליה
Fiat,DOBLO1.3,2010,1248,0,דיזל,איטליה
Fiat,DOBLO1.3,2011,1248,0,דיזל,איטליה
Fiat,DOBLO1.3,2012,1248,0,דיזל,איטליה
Fiat,DOBLO1.3,2013,1248,0,דיזל,איטליה
Fiat,DOBLO 1.6 COMBY,2014,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6 COMBY,2015,1598,0,דיזל,איטליה
Fiat,DOBLO 1.4 COMBY,2014,1368,0,בנזין,איטליה
Fiat,DOBLO 1.4 COMBY,2015,1368,0,בנזין,איטליה
Fiat,DOBLO 1.6 VAN,2014,1598,1,דיזל,איטליה
Fiat,DOBLO 1.6 VAN,2015,1598,1,דיזל,איטליה
Fiat,DOBLO 1.6 VAN,2015,1598,1,דיזל,איטליה
Fiat,DOBLO 1.6,2010,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6,2011,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6,2012,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6,2013,1598,0,דיזל,איטליה
Fiat,DOBLO 1.3 COMBI,2015,1248,0,דיזל,איטליה
Fiat,DOBLO 1.6 VAN,2015,1598,1,דיזל,איטליה
Fiat,DOBLO 1.6 COMBY,2015,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6 COMBY,2015,1598,0,דיזל,איטליה
Fiat,DOBLO 1.6 VAN,2015,1598,1,דיזל,איטליה
Fiat,DOBLO,2015,1248,0,דיזל,איטליה
Fiat,DOBLO,2016,1248,0,דיזל,איטליה
Fiat,DOBLO,2015,1598,0,דיזל,איטליה
Fiat,DOBLO,2016,1598,0,דיזל,איטליה
Fiat,DOBLO,2015,1598,0,דיזל,איטליה
Fiat,DOBLO,2015,1598,0,דיזל,איטליה
Fiat,DOBLO,2016,1598,0,דיזל,איטליה
Fiat,DOBLO,2017,1598,0,דיזל,איטליה
Fiat,DOBLO,2015,1598,1,דיזל,איטליה
Fiat,DOBLO,2016,1598,1,דיזל,איטליה
